,id,image,title,label
71,72,img/sadness_72.jpg,Portrait of tired beautiful woman. Depression Stock Photo,1
110,111,img/sadness_111.jpg,"Deadline and multitask concept. Tired asian lady stressed by a lot of work, sitting at the desk over blue background and looking at camera. Hands with tablet, watch, tasks and smartphone Stock Photo",1
704,705,img/joy_705.jpg,"ready to travel ,young teen asian smiling cheerful female woman casual cloth hand hold camera standing with luggage case bag prepare to new abroad journey travel studio shot on white background  Stock Photo",0
1022,1023,img/joy_1023.jpg,Portrait of young woman at sea looking at camera. Smiling latin hispanic girl standing at the beach with copy space and looking at camera. Happy mixed race girl in casual outfit with wind in her hair. Stock Photo,0
313,314,img/sadness_314.jpg,"Tired young man feel pain eyestrain holding glasses rubbing dry irritated eyes fatigued from computer work, stressed man suffer from headache bad vision sight problem sit at home table using laptop Stock Photo",1
387,388,img/depression_388.jpg,Young mother between 30 and 40 years old is experiencing postnatal depression. Stock Photo,1
1493,1494,img/joy_1494.jpg,"IRVINE, CALIFORNIA - 23 SEPT 2021: A large pile of  Almond Joy and Mounds Fun Size Candy Bars for Halloween. Editorial Stock Photo",0
1013,1014,img/sadness_1014.jpg,"Sad tired frustrated boy sitting at the table with many books and holding paper with word Help. Learning difficulties, education concept. Stock Photo",1
625,626,img/happiness_626.jpg,"Yes, Achievement Concept. Excited young asian man cheering and screaming, celebrating victory. Emotional overwhelmed guy yelling and shaking clenched fists, isolated over orange background Stock Photo",0
1487,1488,img/joy_1488.jpg,Young hispanic man playing video game holding controller at home celebrating victory with happy smile and winner expression with raised hands  Stock Photo,0
866,867,img/joy_867.jpg,"Happy joyful young family father, mother and little son having fun outdoors, playing together in summer park. Mom, Dad and kid laughing and hugging, enjoying nature outside. Sunny day, good mood Stock Photo",0
921,922,img/depression_922.jpg,colored tags with the words Depress Anxiety and Stress. the concept of personal problems Stock Photo,1
1080,1081,img/sadness_1081.jpg,"Sad woman teacher with pointer on studio blue background, copy space Stock Photo",1
205,206,img/joy_206.jpg,Happy child listen to seashell at the beach. Summer vacations concept Stock Photo,0
703,704,img/sadness_704.jpg,Beautiful mixed race biracial African American girl teenager female young woman sad depressed or thoughtful looking out of a window Stock Photo,1
209,210,img/happiness_210.jpg,Group of happy playful Indian children running outdoors in spring park. Asian kids Playing in garden. Summer holidays.  Stock Photo,0
795,796,img/sadness_796.jpg,"Sports, fan human emotions and people concept - sad young man watching sports on tv and supporting team at home. Crying emotional man screaming in colorful bright lights at studio. Facial expression Stock Photo",1
130,131,img/happiness_131.jpg,Happy friends with electric push scooter standing on footpath Stock Photo,0
868,869,img/joy_869.jpg,Excited and overjoyed happy mature young couple man and woman having fun together. Man carrying woman and both smile and laugh a lot in outdoor leisure activity. Concept of travel and happiness Stock Photo,0
851,852,img/depression_852.jpg,Sadness anxiety human eye tear crying Stock Photo,1
1408,1409,img/sadness_1409.jpg,Photo of unhappy young woman bad mood irritated problem raise eyebrow isolated on pink color background Stock Photo,1
836,837,img/depression_837.jpg,"Caucasian man standing over pink background depressed and worry for distress, crying angry and afraid. sad expression.  Stock Photo",1
193,194,img/sadness_194.jpg,"Unhappy depressed caucasian male crying in living room couch feeling desperate and lonely isolated at home. In stressed from work, unemployment, anxiety, heartbroken and depression concept Stock Photo",1
23,24,img/depression_24.jpg,"Panic attack woman, stressful depressed emotional person with anxiety disorder mental health illness, headache and migraine sitting feeling bad with back against wall on the floor in domestic home Stock Photo",1
995,996,img/sadness_996.jpg,"Handsome man hugging a charming puppy. Close-up, indoors. Studio photo, white color. Concept of care, education, obedience training and raising pets Stock Photo",1
1269,1270,img/sadness_1270.jpg,Asian child sad or kid girl wear cloth mask for close mouth nose with flu cough sick and protect influenza covid-19 virus or PM 2.5 dust with lonely sit or unhappy and vacant by stay safe at home door Stock Photo,1
582,583,img/sadness_583.jpg,Young man standing alone on wooden footbridge and staring at lake. Thinking about life. Mist over water. Foggy air. Early chilly morning. Peaceful atmosphere in nature. Enjoying fresh air. Back view. Stock Photo,1
723,724,img/depression_724.jpg,Sad depressed woman or teen in depression holding pill and glass of water desperate troubled with pregnancy taking abortion meds drugs worried about side effects of antidepressant emergency medicine Stock Photo,1
1037,1038,img/joy_1038.jpg,"Smiling calm young black woman relaxing on comfortable wooden rocking chair in living room, happy healthy black girl enjoy breathing fresh air resting in armchair at home feel stress free on weekend Stock Photo",0
1454,1455,img/sadness_1455.jpg,Worried mom and dad comforting depressed teen daughter bonding at home. Family loving understanding and supporting sad teenage girl having psychological puberty problem concept Stock Photo,1
361,362,img/joy_362.jpg,"Middle age latin man wearing casual clothes success sign doing positive gesture with hand, thumbs up smiling and happy. cheerful expression and winner gesture.  Stock Photo",0
1122,1123,img/sadness_1123.jpg,Young entrepreneurs overwhelmed by finance problems - Nervous manager checking restaurant finance - Failure in small-business concept Stock Photo,1
1090,1091,img/joy_1091.jpg,"Cute little girl hug cuddle excited young mum show love and affection, smiling mother and funny small preschooler daughter have fun at home embrace sharing close tender moment together Stock Photo",0
1245,1246,img/depression_1246.jpg,"Depression, anxiety and sad woman on bed with a mental healthy problem. Suicide, depressed or insomnia and young girl crying, heartbroken or stress in her bedroom for fail, mistake or fear Stock Photo",1
985,986,img/joy_986.jpg,Happy young Caucasian male doctor give high five to cute small 7s boy patient at consultation with mom in hospital. Smiling pediatrician make deal cheer little kid child in clinic. Healthcare concept. Stock Photo,0
879,880,img/joy_880.jpg,Father and son playing on the beach at the sunset time. Concept of friendly family. Stock Photo,0
452,453,img/joy_453.jpg,Portrait of attractive cheerful amazed girl using device gadget app smm post isolated over bright green color background Stock Photo,0
1266,1267,img/depression_1267.jpg,Cute purebred white Labrador retriever dog is lying on the floor at home. close up Stock Photo,1
733,734,img/sadness_734.jpg,Upset unhappy suffering sad frustrated curly adorable woman doing facepalm touch forehead have serious financial problems bad relationships troubles at work worried about debt notification. Copy space Stock Photo,1
1058,1059,img/joy_1059.jpg,Portrait photo of happy senior Caucasian woman relaxing and breathing fresh air with sunlight in outdoors park. Elderly woman enjoying a day in the park on summer. Healthcare lifestyle and wellness  Stock Photo,0
345,346,img/happiness_346.jpg,"Happy indian young man using cell phone isolated on yellow background. Smiling ethnic hipster guy holding smartphone playing game in app, dating buying online in ecommerce store on cellphone. Vertical Stock Photo",0
1410,1411,img/depression_1411.jpg,"Latin adult man suffers from a mental disorder of depression and anxiety with headache and belly pain, tiredness, trouble sleeping, sadness, bipolarity, fear
 Stock Photo",1
1011,1012,img/sadness_1012.jpg,Mental Health Disorder Concept. Exhausted Depressed Female touching Forehead. Stressed Woman Silhouette photo combined with Watercolor. Depression Psychology inside her Head Stock Photo,1
1220,1221,img/joy_1221.jpg,"Happy excited senior businesswoman feeling euphoric, screaming for joy, enjoying success, win, achieve at work table. Mature laptop user woman making winner hands, having fun Stock Photo",0
1462,1463,img/joy_1463.jpg,Confident man and attractive joyful woman in casual clothes embracing and laughing while standing against big tree with green lush foliage in garden in sunny summer day Stock Photo,0
44,45,img/joy_45.jpg,"Happy traveler woman in summer dress joy fun relaxing on boat, Maya beach, Phi Phi island, Tourism Phuket, Krabi, Travel Thailand, Beautiful destination Asia, Summer holiday outdoor vacation trip Stock Photo",0
958,959,img/depression_959.jpg,girl crying in depression and frustration Stock Photo,1
1048,1049,img/depression_1049.jpg,Candid of young asian single female student work late night stress out with project research problem on computer laptop or notebook at home office. Asian people occupational burnout syndrome concept. Stock Photo,1
774,775,img/happiness_775.jpg,Happy businesspeople smiling cheerfully during a meeting in a creative office. Group of successful business professionals working as a team in a multicultural workplace. Stock Photo,0
346,347,img/depression_347.jpg,Mother stressed and tired with her hands over her face Stock Photo,1
1204,1205,img/depression_1205.jpg,Teenager girl with depression sitting alone on the floor in the dark room. Stock Photo,1
324,325,img/sadness_325.jpg,"Naughty labrador retriever alone at home. Guilty look of dog after he broke plate and tore rolls of paper.
 Stock Photo",1
315,316,img/depression_316.jpg,Depressed Asian man sitting on the floor hugging knees and looking away distraught with sadness. Loneliness sad man living alone and listening music from headphone. Mental health and drug abuse. Stock Photo,1
491,492,img/happiness_492.jpg,"Close-up portrait of young pretty surprised woman with opened mouth standing with open palms, isolated on yellow background Stock Photo",0
1405,1406,img/depression_1406.jpg,"Depressed man sitting head in hands on the stairs in building. with low light environment, dramatic concept, concept of Major depressive disorder, unemployed, sadness, depressed and human problems, Stock Photo",1
1405,1406,img/sadness_1406.jpg,"Top view of single mother sitting on the couch at home holding her child daughter. Motherhood, and parenting concept. Tired stay at home mother taking a break form busy day.  Stock Photo",1
186,187,img/depression_187.jpg,Front view of a sad teen checking phone sitting on the floor in the living room at home with a dark background Stock Photo,1
620,621,img/joy_621.jpg,Happy family having fun time at home Stock Photo,0
1332,1333,img/sadness_1333.jpg,Couple at home after having a fight. Sad depressed woman sitting on sofa Stock Photo,1
276,277,img/joy_277.jpg,Creative abstract template collage of funny couple white visual effect talking sms empty space isolated beige color background Stock Photo,0
320,321,img/depression_321.jpg,Sad man facing depression lying in bed Stock Photo,1
1320,1321,img/sadness_1321.jpg,Bride In Bedroom Having Second Thoughts Before Wedding Stock Photo,1
1063,1064,img/depression_1064.jpg,"Lonely old senior Asian woman, sitting alone in the room, looking through the window Stock Photo",1
1209,1210,img/joy_1210.jpg,"Excited diverse football fans celebrating victory, supporting favorite team, screaming with joy, happy friends watching soccer match on tv together, sitting on couch at home, win sport bet Stock Photo",0
82,83,img/sadness_83.jpg,"Depressed man sitting head in hands on the footbridge, Sad man, Cry, drama concept Stock Photo",1
652,653,img/sadness_653.jpg,Unhappy sad dejected woman with eastern appearance rubs tears wants to cry feels desperate has problems in life wears round spectacles and casual jumper isolated over vivid yellow background. Stock Photo,1
144,145,img/sadness_145.jpg,Portrait of a Sad or unhappy man sitting on a bench at Sunset Stock Photo,1
1193,1194,img/sadness_1194.jpg,Portrait of unhappy young businessman clutching his head. Caucasian manager wearing blue shirt and black suit coat suffering from his mistake. Problem and trouble concept Stock Photo,1
1240,1241,img/sadness_1241.jpg,Sad girl sitting in classroom. Bullying at school Stock Photo,1
49,50,img/joy_50.jpg,Happy dog puppy winking an eye and smiling  on colored blue background with closed eyes. Stock Photo,0
537,538,img/happiness_538.jpg,happy family father and child run on meadow with a kite in the summer on the nature Stock Photo,0
407,408,img/happiness_408.jpg,Silhouette of happy children standing with raised hands on the mountain at the sunset time. Stock Photo,0
381,382,img/joy_382.jpg,Hello november. smiling trendy 40 years old woman in beige coat and orange hat rejoicing outside in the city park in autumn. Stock Photo,0
800,801,img/joy_801.jpg,Portrait of overjoyed young diverse employees workers show thumb up recommend good quality company service. Smiling multiethnic colleagues celebrate shared business success or victory in office. Stock Photo,0
843,844,img/sadness_844.jpg,"Girl or wife saying no husband trying to convince at home - concept of break up, conflict and disagreement Stock Photo",1
426,427,img/joy_427.jpg,Attractive happy young woman in white t shirt flying hair enjoying her free time at sunset outdoor. Beauty blonde girl portrait at summer. Freedom lifestyle springtime concept. Sun glow on background Stock Photo,0
941,942,img/sadness_942.jpg,"Tired depressed bored african businessman frustrated by business failure bankruptcy looking at laptop feel exhausted having headache, upset stressed black office worker worried about problem at work Stock Photo",1
1504,1505,img/sadness_1505.jpg,Low angle sad teen girl in black hoodie resting near window and looking depressed isolated teenager  maybe suffering from child abuse  Stock Photo,1
1157,1158,img/depression_1158.jpg,Sad student woman with protective mask in coronavirus quarantine checking laptop sitting on a desk at home Stock Photo,1
937,938,img/sadness_938.jpg,Serious mixed race young boy looking at camera. Black ethnic kid portrait Stock Photo,1
787,788,img/depression_788.jpg,"female psychologist conducts psychotherapy session for man. patient in clinic's office on couch talks about his worries and stresses. diagnosis of depression, anxiety disorder. taking care of mental Stock Photo",1
273,274,img/happiness_274.jpg,"Happy New Year 2019! Christmas and New Year holidays background, winter season.  Stock Photo",0
20,21,img/depression_21.jpg,Desperate man holding his face sitting on bed at home or hotel room. Anxiety and depression. Stress and problems on life. Sad male people and thoughts. One person thinking. Divorce breakout trouble Stock Photo,1
1505,1506,img/depression_1506.jpg,Portrait of sad man facing depression Stock Photo,1
229,230,img/depression_230.jpg,"Tired, depression or sad basketball player with training gear after game fail, mistake or problem. Depressed, mental health and anxiety or stress sports, athlete teenager man frustrated with results Stock Photo",1
435,436,img/sadness_436.jpg,Serious family with baby sitting at kitchen table at home Stock Photo,1
1076,1077,img/sadness_1077.jpg,Pregnancy Stomachache. Sad Pregnant Woman Touching Belly Suffering From Pain Standing On Gray Background. Studio Shot Stock Photo,1
56,57,img/sadness_57.jpg,Powerful Shot of Sad Child Stock Photo,1
651,652,img/joy_652.jpg,"Collage. Widely open. Close-up image of female eyes placed on narrow stripes over multicolored background in neon light. Concept of human diversity, emotions, equality, human rights, youth Stock Photo",0
398,399,img/joy_399.jpg,Life is good. Successful man enjoying life and freedom. Work life balance. Day off work concept. Free man with open arms enjoying nature. Stock Photo,0
699,700,img/depression_700.jpg,"Stressed woman wearing glasses checking bills, feeling anxiety about debt or bankruptcy, lack of money, unhappy female sitting on couch at table with laptop, holding receipt, planning budget Stock Photo",1
502,503,img/joy_503.jpg,"Activities for Happy Fall, Improve Yourself, Ways To Be Happy And Healthy autumn. Embrace Life, Happiness, Joyful Habits, Mindfulness, Health and Wellness, Empowerment, Mindset in Fall Stock Photo",0
156,157,img/depression_157.jpg,"Depressed woman sitting alone on the bed with hands on head feel stress, sad and worried in the dark bedroom and low light environment Stock Photo",1
935,936,img/joy_936.jpg,"A woman relaxing at home sitting on a chair and playing games on her laptop, a smile of happiness and the joy of victory Stock Photo",0
539,540,img/joy_540.jpg,Close-up shooting of attractive young green-eyes girl. Teenage girl in green clothes laughing to tears. Outdoors. Summertime. Green blurred background. Stock Photo,0
177,178,img/joy_178.jpg,"Cheerful senior man riding bicycle  while son running at park
 Stock Photo",0
664,665,img/sadness_665.jpg,"Stressed female worker and business woman holding a pile of paperwork while getting more work to do. Looking frustrated in camera, isolated on white background. Concept: Too much work Stock Photo",1
712,713,img/happiness_713.jpg,Easter eggs and cute bunny in green grass. Festive decoration. Happy Easter! Stock Photo,0
1337,1338,img/sadness_1338.jpg,Unhappy Sad Construction Worker. Upset Foreman Frustration Stock Photo,1
105,106,img/joy_106.jpg,"Laughing indian businesswoman in friends company eating pizza enjoy lunch together with colleagues, team building corporate party, friendship concept. Horizontal photo banner for website header design Stock Photo",0
48,49,img/happiness_49.jpg,Image of cheerful african american woman using laptop while sitting on chair in living room Stock Photo,0
1154,1155,img/depression_1155.jpg,A drug addicted homeless man sitting alone and depressed in an abandoned house feeling anxious and lonely. Stock Photo,1
708,709,img/sadness_709.jpg,"Two portraits of a young man in an unbuttoned shirt with a smartphone in his hands. Concept is good or bad. Opposite emotions, sad and cheerful, happy and unhappy. Stock Photo",1
842,843,img/sadness_843.jpg,Full body young strong sporty athletic fitness trainer instructor woman wear blue tracksuit spend time in home gym sit on floor hold head isolated on plain light pink background. Workout sport concept Stock Photo,1
1394,1395,img/depression_1395.jpg,Sad man facing depression sitting in bed Stock Photo,1
101,102,img/joy_102.jpg,"Curly optimistic woman raises palms from joy, happy to receive awesome present from someone, shouts loudly, dressed in casual white t shirt, isolated on blue background. Excited Afro female yells Stock Photo",0
637,638,img/sadness_638.jpg,"Male depression. Unhappy arab man sitting on bed and thinking about problems, closing face with hands Stock Photo",1
804,805,img/joy_805.jpg,"Free happy woman with open arms enjoying nature - Joyful black girl outdoors  breathing fresh air - Enjoyment, freedom, happiness and mental health concept Stock Photo",0
1288,1289,img/sadness_1289.jpg,Portrait of confident young black woman looking serious at camera. Independent african american female on the city background. Stock Photo,1
475,476,img/happiness_476.jpg,Asian girl and parents and Grandparents in the house. Three generation family. Stock Photo,0
325,326,img/depression_326.jpg,"Sad lonely young woman in bed being addicted to social media and internet, female lying with cat in bedroom after sleepless night, feeling lazy and low on energy. Mental health and depression concept Stock Photo",1
597,598,img/happiness_598.jpg,Appealing long-haired girls posing on sky background. Laughing ladies enjoying weekend together. Stock Photo,0
616,617,img/joy_617.jpg,Joyful young woman looking at camera and smiling while sitting near diode laser hair removal machine. Cheerful female person waiting for epilation procedure in cosmetology clinic. Stock Photo,0
1162,1163,img/joy_1163.jpg,"Happy family: mother, father, children son and  daughter on nature  on sunset
 Stock Photo",0
1177,1178,img/joy_1178.jpg,"This is so delicious. Young couple having breakfast in a cafe. Love, dating, food, lifestyle concept Stock Photo",0
368,369,img/sadness_369.jpg,Little blonde girl holding happy and sad face masks symbolizing changing emotions Stock Photo,1
328,329,img/depression_329.jpg,Sad man facing depression lying in bed Stock Photo,1
1426,1427,img/joy_1427.jpg,"Silhouette of a man with arms raised and sunset in the background. Concept of happiness, mental health and well being. Stock Photo",0
829,830,img/joy_830.jpg,Woman hands holding the sun at dawn. Freedom and spirituality concept.  Stock Photo,0
1036,1037,img/depression_1037.jpg,Confused businessman with stressed and worried about  working mistake and problems. Stock Photo,1
1059,1060,img/sadness_1060.jpg,Bones ache on weather. Thoughtful mature male with grey hair resting on sofa leaning on stick feeling hard to move. Sad tired old man suffer of walking with limp need rehabilitation after leg trauma Stock Photo,1
175,176,img/depression_176.jpg,"Sad tired ill sick lonely disappointed caucasian old elderly senior woman grandmother sitting on the sofa couch, feeling nostalgy, pain, missing grandchildren, bankruptcy, fraud at home Stock Photo",1
510,511,img/sadness_511.jpg,"Mother comforting her daughter, sitting in the bedroom, hugging  Stock Photo",1
601,602,img/happiness_602.jpg,2023 New Year - Clock And Fireworks - Countdown To Midnight  - Abstract Defocused Background Stock Photo,0
170,171,img/depression_171.jpg,"Upset problem child with head in hands sitting on staircase concept for bullying, depression stress or frustration Stock Photo",1
688,689,img/depression_689.jpg,Sad man with protective face mask at home living room couch feeling tired and worried suffering depression amid coronavirus lockdown and social distancing. Mental Health and isolation concept. Stock Photo,1
1523,1524,img/depression_1524.jpg,Worried depressed young Asian businessman looking mobile smart phone. Anxiety business concept. Stock Photo,1
274,275,img/happiness_275.jpg,Full length image of Asian child posing on yellow background Stock Photo,0
782,783,img/depression_783.jpg,Young woman depressed sitting on sofa at home Stock Photo,1
1204,1205,img/sadness_1205.jpg,Front view portrait of a confident thoughtful pensive Caucasian middle-aged mature man teacher father freelancer wearing glasses looking at camera at home. Stock Photo,1
359,360,img/joy_360.jpg,Woman with arms outstretched enjoying the sunrise in the mountains Stock Photo,0
1419,1420,img/depression_1420.jpg,"Young anxious woman lying on sofa staring at laptop screen at night, reading about depression symptoms in internet. Addicted girl can not stop scrolling news media before bedtime. Anxiety, depression. Stock Photo",1
753,754,img/happiness_754.jpg,Happy senior man holding a cup of coffee in the kitchen. Stock Photo,0
825,826,img/joy_826.jpg,"Happy kids playing tag in the park. Group of joyful, excited children running on green lawn, trying to catch each other, enjoying good weather, and having great time together. Summer vacation concept Stock Photo",0
863,864,img/joy_864.jpg,Back view of anonymous joyful boy with sister jumping with outstretched arms over terrain with trees Stock Photo,0
531,532,img/joy_532.jpg,Joyful young African American female in bright t shirt and headphones smiling and taking selfie on smartphone while listening to music with closed eyes against pink background Stock Photo,0
704,705,img/happiness_705.jpg,"Enjoying life concept. Pleasant looking glad Asian woman looks aside, has toothy smile, keeps hands together under chin, dreams about something, wears casual clothing, isolated on yellow wall. Stock Photo",0
986,987,img/sadness_987.jpg,Shot of pretty young woman supporting and comforting her sad friend while sitting on the sofa at home. Stock Photo,1
156,157,img/sadness_157.jpg,Black and white Image of 60s or 70s  Asian elderly woman facepalm or cover her face by her hands .She may had Headache Symptoms.She looks pain or sick or crying.Sad elderly or self isolated concept. Stock Photo,1
194,195,img/happiness_195.jpg,"happy family grandmother  old mother mother-in-law and daughter-in-law daughter cook in kitchen, knead dough and bake cookies Stock Photo",0
747,748,img/depression_748.jpg,Depressed businesswoman rubbing eyes in office Stock Photo,1
274,275,img/sadness_275.jpg,"Tired asian lady massaging dry irritated eyes while studying, preparing for exams, sitting at desk over blue studio background, free copy space Stock Photo",1
43,44,img/depression_44.jpg,Young worried woman touching her head during psychotherapy Stock Photo,1
1161,1162,img/sadness_1162.jpg,"Asian women look sad and disappointed. Women are sad, lonely, or have mental problems. Stock Photo",1
835,836,img/sadness_836.jpg,"Upset young husband comforting his depressed young wife with negative pregnancy test on bed at home. Millennial couple cannot have baby, suffering from infertility indoors Stock Photo",1
54,55,img/happiness_55.jpg,Photo of positive excited people man and woman screaming and looking at each other while both using mobile phones isolated over yellow background Stock Photo,0
1057,1058,img/joy_1058.jpg,"Cheerful hipster guy in spectacles laughing at girlfriend's story having positive conversation while using laptop computer on cafe terrace, happy young woman explaining idea to joyful colleague Stock Photo",0
611,612,img/happiness_612.jpg,"Cheerful asian woman standing isolated over gray background, holding mobile phone, celebrating Stock Photo",0
1467,1468,img/depression_1468.jpg,"Desperate depressed crying teenage Black girl side candid portrait. Stressed teenager thinking over problems, difficulties, offence, suffering from depression, anxiety, emotional disorder Stock Photo",1
194,195,img/depression_195.jpg,"Sad depressed woman at home sitting on the couch, looking down and touching her forehead, loneliness and pain concept Stock Photo",1
1161,1162,img/depression_1162.jpg,Sad teen reading bad news in a smart phone sitting on a couch in the living room at home Stock Photo,1
273,274,img/sadness_274.jpg,"Sad tired young european lady in raincoat sits on bench, thinks, suffer from headache and migraine in park in autumn. Emotions, health care problems, stress and pressure during covid-19 quarantine Stock Photo",1
163,164,img/joy_164.jpg,"Funky, joy, diversity, social ethnic concept. Collage picture of different nine cheerful people expressing happiness, jumping, having fun, wearing casual clothes, isolated on white background Stock Photo",0
1385,1386,img/depression_1386.jpg,portrait of a teenage girl suffering from insomnia lying in bed at night. Stock Photo,1
975,976,img/joy_976.jpg,elderly african woman using her smartphone rejoices Stock Photo,0
808,809,img/joy_809.jpg,"Young family with small daughter indoors, weekend away in container house in countryside. Stock Photo",0
822,823,img/joy_823.jpg,"Happy Indian little daughter kid talking to mom, using digital tablet, sitting on sofa at home, smiling, laughing. Mother and child enjoying leisure, playing game on digital gadget Stock Photo",0
1256,1257,img/joy_1257.jpg,Photo of young excited girl indicate finger product offer discount select isolated over pink color background Stock Photo,0
847,848,img/joy_848.jpg,Image of smiling beautiful woman writing down notes while sitting at table in office Stock Photo,0
944,945,img/depression_945.jpg,Young female school psychologist having serious conversation with smart little boy at her office Stock Photo,1
511,512,img/joy_512.jpg,Woman open arms under the sunset. Concept of healthy life. Stock Photo,0
54,55,img/sadness_55.jpg,beautiful sad lonely girl sitting near the window is missing Stock Photo,1
270,271,img/depression_271.jpg,"panic attacks alone young girl sad fear stressful depressed emotional.crying use hand cover face begging help.stop abusing domestic violence in women,person with health anxiety,people bad feeling down Stock Photo",1
261,262,img/happiness_262.jpg,Full body of happy multiracial friends in colorful clothes sitting on sports ground with laptop while having fun together on sunny day Stock Photo,0
674,675,img/happiness_675.jpg,"Shock, gossip, share advice. Young indian man whispering to lady on ear, happy woman with open mouth excited and surprised, posing on yellow studio background Stock Photo",0
999,1000,img/sadness_1000.jpg,"portrait of an unhappy woman of middle age 50-55 years old with blond hair, sad eyes Stock Photo",1
206,207,img/joy_207.jpg,Mischievous girl in white T-shirt and jeans jumping on red background Stock Photo,0
1558,1559,img/depression_1559.jpg,"Closeup sad young woman with worried stressed face expression and brain melting into lines question marks. Obsessive compulsive, adhd, anxiety disorders  Stock Photo",1
33,34,img/happiness_34.jpg,Father's day. Happy family daughter hugs his dad  on holiday Stock Photo,0
136,137,img/joy_137.jpg,bicycle vintage with heart balloon on beach blue sky concept of love in summer and wedding Stock Photo,0
1,2,img/happiness_2.jpg,Cheerful Middle Eastern Family Of Three Having Fun Together At Home Stock Photo,0
962,963,img/depression_963.jpg,"Nurse, patient and holding hands in nursing home for healthcare, empathy and support in depression, anxiety and psychology. Medical counseling, therapy and caregiver with hope, advice and counseling Stock Photo",1
429,430,img/sadness_430.jpg,Beautiful indian couple standing apart from each other while being in a quarrel on white background. Stock Photo,1
1199,1200,img/depression_1200.jpg,"Unhappy lonely depressed woman  contemplating suicide, Concept of unemployed, sadness, depression,low self-esteem broken heart and Major depressive disorder Stock Photo",1
285,286,img/happiness_286.jpg,"Happy old elderly caucasian couple smiling in park on sunny day, hoot senior couple relax in spring summer time. Healthcare lifestyle elderly retirement love couple together valentines day concept  Stock Photo",0
1196,1197,img/joy_1197.jpg,Portrait of a cheerful african woman with hands raised pointing up Stock Photo,0
62,63,img/joy_63.jpg,"Happy Family Leisure. Cheerful arabic mom, dad and daughter having fun together Stock Photo",0
303,304,img/joy_304.jpg,"Happy girl walking in golden wheat, enjoying the life in the field. Nature beauty, blue sky and field of wheat. Family outdoor lifestyle. Freedom concept. Cute little girl in summer field Stock Photo",0
